,location,date,avg_temp,min_temp,max_temp,rainfall,max_wind_speed,avg_wind
3550,파주,2016-05-23,19.2,12.9,25.2,0.0,4.0,1.3
3551,파주,2016-05-24,16.2,14.1,21.2,31.3,4.8,2.5
3552,파주,2016-05-25,18.6,14.6,23.5,0.0,4.7,2.2
3553,파주,2016-05-26,17.1,15.1,19.7,0.6,3.2,1.1
3554,파주,2016-05-27,18.7,13.9,25.4,0.0,3.1,1.3
3555,파주,2016-05-28,19.1,13.9,27.5,0.0,3.4,1.2
3556,파주,2016-05-29,19.3,12.7,27.1,0.0,3.3,1.2
3557,파주,2016-05-30,19.7,12.4,28.6,0.0,4.3,1.5
3558,파주,2016-05-31,19.5,14.6,26.9,0.0,3.6,1.5
3559,파주,2016-06-01,20.9,13.9,27.9,0.0,3.7,1.7
3560,파주,2016-06-02,20.4,13.0,28.2,0.0,4.1,1.3
3561,파주,2016-06-03,19.2,12.3,27.3,0.0,3.5,1.2
3562,파주,2016-06-04,18.6,13.3,26.0,0.0,3.4,1.2
3563,파주,2016-06-05,21.5,13.0,30.0,0.0,3.4,1.5
3564,파주,2016-06-06,20.3,15.8,26.8,0.0,3.9,1.0
3565,파주,2016-06-07,21.0,17.4,28.0,0.3,5.0,1.3
3566,파주,2016-06-08,20.2,16.6,27.1,0.0,4.4,1.6
3567,파주,2016-06-09,21.1,14.3,29.3,0.0,3.4,1.2
3568,파주,2016-06-10,21.6,14.8,29.3,0.0,3.5,1.4
3569,파주,2016-06-11,21.3,18.5,25.8,10.1,3.8,1.3
3570,파주,2016-06-12,22.2,19.1,27.6,0.3,3.8,1.6
3571,파주,2016-06-13,22.5,18.3,30.1,0.0,3.9,1.3
3572,파주,2016-06-14,21.3,16.2,28.4,0.2,4.5,1.6
3573,파주,2016-06-15,19.5,16.8,23.7,15.3,4.8,2.1
3574,파주,2016-06-16,20.2,17.4,24.9,0.0,4.1,2.1
3575,파주,2016-06-17,21.8,16.9,27.6,0.0,5.8,2.4
3576,파주,2016-06-18,21.3,16.4,28.0,0.0,4.3,1.4
3577,파주,2016-06-19,21.0,15.6,28.2,0.0,3.6,1.3
3578,파주,2016-06-20,22.8,18.1,28.3,0.0,2.6,1.1
3579,파주,2016-06-21,23.3,17.3,30.3,0.0,3.6,1.2
3580,파주,2016-06-22,21.8,18.6,26.1,0.5,4.6,1.8
3581,파주,2016-06-23,22.8,16.3,29.4,0.3,3.5,1.4
3582,파주,2016-06-24,22.2,18.3,26.8,1.3,4.5,1.4
3583,파주,2016-06-25,21.0,16.1,27.0,0.0,4.4,1.5
3584,파주,2016-06-26,22.8,15.2,30.7,0.0,4.6,1.8
3585,파주,2016-06-27,22.2,17.0,27.5,0.0,2.5,1.1
3586,파주,2016-06-28,23.1,17.6,30.2,0.0,3.1,1.2
3587,파주,2016-06-29,23.4,17.8,31.0,0.0,4.1,1.8
3588,파주,2016-06-30,23.3,21.3,27.4,0.3,4.2,2.1
3589,파주,2016-07-01,22.9,20.0,26.4,83.2,3.9,2.0
3590,파주,2016-07-02,23.4,19.7,29.2,0.2,3.9,1.8
3591,파주,2016-07-03,22.5,18.3,27.2,0.0,2.5,1.1
3592,파주,2016-07-04,20.7,17.2,26.1,34.2,4.3,2.2
3593,파주,2016-07-05,18.7,17.1,20.5,164.6,5.5,2.9
3594,파주,2016-07-06,21.2,16.9,27.6,0.0,3.4,1.1
3595,파주,2016-07-07,22.9,19.0,29.2,0.0,3.1,1.0
3596,파주,2016-07-08,24.7,18.7,31.8,0.0,2.5,1.0
3597,파주,2016-07-09,25.3,19.8,32.1,0.0,3.1,1.0
3598,파주,2016-07-10,25.4,19.9,32.3,0.0,3.5,0.9
3599,파주,2016-07-11,26.2,21.1,32.2,0.0,2.8,0.9
3600,파주,2016-07-12,24.4,21.1,30.1,0.1,3.5,1.3
3601,파주,2016-07-13,24.6,19.3,28.8,0.0,3.3,1.2
3602,파주,2016-07-14,26.1,21.2,31.9,0.0,3.8,1.5
3603,파주,2016-07-15,24.1,20.3,29.2,2.3,2.8,1.1
3604,파주,2016-07-16,19.1,17.8,21.6,36.5,4.6,2.9
3605,파주,2016-07-17,20.8,19.2,23.0,10.2,3.9,1.9
3606,파주,2016-07-18,22.8,19.4,28.9,1.1,3.2,1.2
3607,파주,2016-07-19,23.6,18.1,30.3,0.0,2.9,1.2
3608,파주,2016-07-20,25.6,20.3,32.1,0.0,3.9,1.6
3609,파주,2016-07-21,25.3,21.8,31.8,0.0,3.1,1.2
3610,파주,2016-07-22,27.1,22.6,32.9,0.0,3.3,1.2
3611,파주,2016-07-23,26.4,24.5,30.9,3.9,3.9,1.3
3612,파주,2016-07-24,25.9,24.5,27.5,4.6,3.5,1.3
3613,파주,2016-07-25,27.2,24.5,32.0,0.0,4.0,1.3
3614,파주,2016-07-26,26.3,23.9,31.6,0.0,4.9,1.8
3615,파주,2016-07-27,25.9,24.7,28.9,9.7,4.6,2.3
3616,파주,2016-07-28,26.2,23.6,29.7,13.1,4.7,1.9
3617,파주,2016-07-29,25.1,21.9,30.1,11.3,3.8,1.4
3618,파주,2016-07-30,27.2,24.2,31.8,2.9,3.3,1.2
3619,파주,2016-07-31,27.5,24.1,32.5,0.0,3.7,1.0
3620,파주,2016-08-01,27.2,24.5,32.3,0.0,3.7,0.9
3621,파주,2016-08-02,26.0,22.6,32.4,3.6,5.5,0.9
3622,파주,2016-08-03,26.8,22.0,33.4,0.0,2.3,0.9
3623,파주,2016-08-04,27.9,23.8,33.5,0.0,3.0,1.1
3624,파주,2016-08-05,28.4,22.7,34.5,0.0,2.4,1.0
3625,파주,2016-08-06,28.4,23.3,34.6,0.0,2.7,1.0
3626,파주,2016-08-07,28.3,23.6,34.0,0.0,3.1,1.1
3627,파주,2016-08-08,27.7,23.5,34.2,0.0,3.4,1.4
3628,파주,2016-08-09,27.5,22.2,34.6,0.0,3.2,1.7
3629,파주,2016-08-10,28.5,24.2,34.3,0.0,2.8,1.1
3630,파주,2016-08-11,28.3,23.6,35.0,0.0,2.9,1.0
3631,파주,2016-08-12,28.7,24.2,34.8,0.0,2.9,1.0
3632,파주,2016-08-13,28.6,24.7,34.2,0.0,3.1,1.3
3633,파주,2016-08-14,27.1,25.2,31.8,2.8,3.3,0.9
3634,파주,2016-08-15,27.2,23.9,33.0,0.0,3.1,1.1
3635,파주,2016-08-16,28.0,23.6,33.6,0.0,3.8,1.3
3636,파주,2016-08-17,27.4,22.4,33.7,0.0,2.7,1.4
3637,파주,2016-08-18,26.9,22.2,33.1,0.0,2.5,1.0
3638,파주,2016-08-19,27.4,24.3,31.5,0.2,2.8,1.1
3639,파주,2016-08-20,28.2,24.4,34.2,0.0,2.7,1.5
3640,파주,2016-08-21,28.0,24.2,34.0,0.6,2.8,1.3
3641,파주,2016-08-22,27.5,22.1,34.0,0.0,2.8,1.5
3642,파주,2016-08-23,27.0,22.7,32.6,0.0,3.2,1.6
3643,파주,2016-08-24,27.0,22.9,32.8,0.0,2.4,0.8
3644,파주,2016-08-25,24.4,21.1,31.3,12.3,3.4,1.3
3645,파주,2016-08-26,21.6,16.1,27.7,4.6,4.6,2.6
3646,파주,2016-08-27,20.4,11.5,27.3,0.0,4.0,2.3
3647,파주,2016-08-28,19.4,15.5,24.5,0.0,5.2,2.5
3648,파주,2016-08-29,19.9,13.0,26.8,0.0,3.3,1.0
3649,파주,2016-08-30,19.1,14.1,24.9,0.1,4.8,1.7
3650,파주,2016-08-31,17.2,16.1,18.6,7.7,5.2,3.1
3651,파주,2016-09-01,21.5,13.4,29.3,0.0,6.5,2.4
3652,파주,2016-09-02,23.4,19.1,30.1,5.9,4.1,1.8
3653,파주,2016-09-03,22.5,19.9,28.5,0.0,2.8,1.2
3654,파주,2016-09-04,22.9,19.8,27.6,0.0,3.4,1.7
3655,파주,2016-09-05,24.3,20.0,30.5,0.0,3.4,1.4
3656,파주,2016-09-06,22.9,17.5,28.9,0.0,3.6,1.1
3657,파주,2016-09-07,23.3,19.6,28.8,0.0,2.2,0.9
3658,파주,2016-09-08,21.2,18.8,27.5,0.7,5.1,1.2
3659,파주,2016-09-09,22.6,18.7,29.0,0.0,2.9,1.0
3660,파주,2016-09-10,22.2,16.8,28.8,0.0,3.0,1.2
3661,파주,2016-09-11,22.3,18.9,27.4,0.0,2.6,1.2
3662,파주,2016-09-12,22.5,18.6,29.7,0.0,3.5,2.0
3663,파주,2016-09-13,22.6,16.8,29.5,0.0,3.1,1.5
3664,파주,2016-09-14,22.9,17.5,30.4,0.0,3.1,1.1
3665,파주,2016-09-15,21.7,15.4,28.7,0.0,2.4,0.8
3666,파주,2016-09-16,22.3,17.4,29.3,0.0,1.9,0.7
3667,파주,2016-09-17,22.3,17.2,29.2,0.1,4.4,1.9
3668,파주,2016-09-18,21.3,17.0,27.2,0.0,4.6,2.4
3669,파주,2016-09-19,19.6,15.0,26.3,0.0,5.0,2.6
3670,파주,2016-09-20,18.2,12.3,25.7,0.0,4.5,2.3
3671,파주,2016-09-21,17.1,9.3,25.6,0.0,3.1,1.3
3672,파주,2016-09-22,18.5,13.0,26.6,0.0,3.4,1.3
3673,파주,2016-09-23,18.3,11.5,27.6,0.0,2.4,0.8
3674,파주,2016-09-24,19.2,12.5,27.9,0.0,2.4,0.9
3675,파주,2016-09-25,20.7,14.0,29.6,0.0,2.4,0.8
3676,파주,2016-09-26,21.1,16.0,30.0,0.0,3.5,1.0
3677,파주,2016-09-27,18.7,18.0,19.5,19.6,2.1,0.8
3678,파주,2016-09-28,18.8,16.9,21.1,0.1,3.2,1.1
3679,파주,2016-09-29,18.8,15.1,26.0,0.0,4.0,1.9
3680,파주,2016-09-30,18.3,14.8,24.5,0.0,2.3,0.9
3681,파주,2016-10-01,18.8,14.1,25.8,0.0,2.4,0.8
3682,파주,2016-10-02,16.8,15.8,19.1,111.3,4.7,1.7
3683,파주,2016-10-03,19.3,14.2,28.4,95.4,5.1,1.8
3684,파주,2016-10-04,18.8,12.2,27.6,0.0,5.2,2.3
3685,파주,2016-10-05,19.4,13.7,26.1,0.0,4.9,2.5
3686,파주,2016-10-06,15.4,9.9,23.6,0.0,2.8,1.0
3687,파주,2016-10-07,18.4,12.3,23.5,0.1,3.9,2.1
3688,파주,2016-10-08,16.1,9.7,22.1,2.8,5.5,2.1
3689,파주,2016-10-09,10.2,4.2,16.8,0.0,4.1,1.6
3690,파주,2016-10-10,10.4,3.1,19.9,0.0,3.6,1.2
3691,파주,2016-10-11,12.8,4.3,21.2,0.0,3.4,1.2
3692,파주,2016-10-12,11.6,6.1,20.2,0.0,3.3,1.0
3693,파주,2016-10-13,11.8,3.9,20.7,0.0,2.5,0.9
3694,파주,2016-10-14,13.7,7.3,22.5,0.0,2.0,0.7
3695,파주,2016-10-15,15.7,10.0,24.5,0.0,2.1,0.7
3696,파주,2016-10-16,15.2,12.8,18.4,0.9,1.8,0.7
3697,파주,2016-10-17,15.6,11.6,23.3,0.0,3.4,0.9
3698,파주,2016-10-18,13.6,8.2,23.1,0.0,2.2,0.8
3699,파주,2016-10-19,14.6,8.9,24.1,0.0,2.2,0.9
3700,파주,2016-10-20,15.7,8.6,24.4,0.0,4.3,1.3
3701,파주,2016-10-21,16.3,12.9,21.7,0.0,4.0,1.6
3702,파주,2016-10-22,16.5,12.0,21.8,0.0,2.8,1.2
3703,파주,2016-10-23,11.9,8.3,15.3,1.2,4.3,2.0
3704,파주,2016-10-24,12.1,5.3,20.3,0.0,3.5,1.5
3705,파주,2016-10-25,13.0,9.7,20.0,36.6,3.6,1.3
3706,파주,2016-10-26,11.1,6.5,16.0,0.0,2.4,0.7
3707,파주,2016-10-27,13.0,6.1,21.8,0.0,3.1,1.4
3708,파주,2016-10-28,13.1,7.6,18.7,0.9,4.6,1.7
3709,파주,2016-10-29,6.2,-1.0,12.1,0.0,4.0,2.1
3710,파주,2016-10-30,4.2,-3.7,14.3,0.0,2.8,0.8
3711,파주,2016-10-31,3.9,-2.5,8.1,0.7,3.9,1.2
3712,파주,2016-11-01,-0.2,-5.3,7.2,0.0,2.8,1.1
3713,파주,2016-11-02,2.1,-6.2,10.6,0.8,3.1,1.0
3714,파주,2016-11-03,6.6,2.0,14.0,3.3,3.7,1.3
3715,파주,2016-11-04,12.6,5.2,18.1,0.0,4.5,2.5
3716,파주,2016-11-05,14.3,9.5,20.2,0.0,5.0,2.2
3717,파주,2016-11-06,12.4,9.4,17.8,0.0,4.0,2.3
3718,파주,2016-11-07,11.8,7.6,18.1,2.3,4.0,2.2
3719,파주,2016-11-08,3.1,-2.3,7.6,0.0,4.0,2.2
3720,파주,2016-11-09,0.8,-5.0,8.6,0.0,3.4,1.4
3721,파주,2016-11-10,4.6,-1.4,9.8,0.0,4.0,1.3
3722,파주,2016-11-11,8.7,2.5,14.7,2.0,4.6,1.7
3723,파주,2016-11-12,10.4,1.7,17.3,0.0,5.1,1.9
3724,파주,2016-11-13,10.4,8.0,18.9,0.0,2.4,0.9
3725,파주,2016-11-14,10.2,5.6,13.2,3.7,1.4,0.4
3726,파주,2016-11-15,2.7,-2.1,9.6,0.0,3.1,1.2
3727,파주,2016-11-16,2.1,-4.5,10.2,0.0,2.1,0.7
3728,파주,2016-11-17,6.4,-0.5,15.0,0.0,2.6,0.8
3729,파주,2016-11-18,7.1,0.0,13.1,0.0,2.1,0.8
3730,파주,2016-11-19,11.4,4.6,17.6,0.2,3.9,1.6
3731,파주,2016-11-20,7.7,1.9,13.0,0.0,5.5,2.2
3732,파주,2016-11-21,7.0,1.7,11.9,0.0,4.6,1.9
3733,파주,2016-11-22,1.1,-4.5,6.8,0.1,4.0,2.4
3734,파주,2016-11-23,-3.4,-7.8,3.5,0.0,4.0,1.6
3735,파주,2016-11-24,-4.0,-10.3,2.2,0.0,3.9,1.3
3736,파주,2016-11-25,-1.9,-7.9,5.9,0.0,2.6,0.8
3737,파주,2016-11-26,-0.8,-4.0,0.8,2.5,3.6,1.0
3738,파주,2016-11-27,1.7,-1.1,5.9,0.0,2.3,0.8
3739,파주,2016-11-28,-1.0,-5.9,5.7,0.0,4.1,1.0
3740,파주,2016-11-29,-1.8,-7.7,6.6,0.0,3.0,0.6
3741,파주,2016-11-30,3.6,-3.9,8.2,0.9,3.0,1.1
3742,파주,2016-12-01,2.8,-4.8,7.6,0.0,6.4,3.0
3743,파주,2016-12-02,-1.3,-8.2,7.7,0.0,3.0,0.9
3744,파주,2016-12-03,1.8,-4.4,9.8,0.0,2.2,0.8
3745,파주,2016-12-04,2.8,-3.0,9.3,0.0,1.9,0.8
3746,파주,2016-12-05,4.7,-0.5,10.3,0.0,5.6,2.1
3747,파주,2016-12-06,-2.1,-6.6,3.6,0.0,4.2,1.7
3748,파주,2016-12-07,-0.1,-6.0,6.8,0.0,2.9,1.1
3749,파주,2016-12-08,-0.8,-8.3,4.8,9.2,3.5,1.0
3750,파주,2016-12-09,0.3,-5.7,3.9,3.6,4.4,2.0
3751,파주,2016-12-10,-4.1,-8.8,3.3,0.0,2.4,1.0
3752,파주,2016-12-11,-4.3,-10.5,4.2,0.0,2.3,0.8
3753,파주,2016-12-12,-1.4,-7.9,6.9,0.0,3.3,1.3
3754,파주,2016-12-13,1.1,-3.2,7.9,0.0,3.8,1.4
3755,파주,2016-12-14,-2.2,-4.6,1.5,0.0,3.6,1.2
3756,파주,2016-12-15,-6.4,-10.7,-1.4,0.0,4.3,1.4
3757,파주,2016-12-16,-6.3,-13.4,-0.1,0.0,3.8,1.1
3758,파주,2016-12-17,1.3,-5.5,9.8,0.0,3.5,1.0
3759,파주,2016-12-18,3.8,-1.1,8.6,0.0,3.7,1.5
3760,파주,2016-12-19,4.9,0.2,11.3,0.5,4.0,1.5
3761,파주,2016-12-20,3.2,-1.8,10.7,0.0,4.4,1.1
3762,파주,2016-12-21,5.4,0.1,11.4,21.1,5.3,2.0
3763,파주,2016-12-22,4.5,1.2,8.1,27.4,4.5,2.4
3764,파주,2016-12-23,-2.5,-4.1,1.3,0.1,3.9,2.4
3765,파주,2016-12-24,-3.3,-5.9,-0.1,0.0,3.2,1.2
3766,파주,2016-12-25,-0.6,-6.9,4.7,0.0,3.1,1.4
3767,파주,2016-12-26,1.0,-2.1,3.7,0.0,3.4,1.1
3768,파주,2016-12-27,-2.6,-8.6,0.7,0.0,5.5,2.6
3769,파주,2016-12-28,-5.6,-11.4,0.8,0.0,2.8,1.2
3770,파주,2016-12-29,-5.5,-9.8,-0.8,0.2,4.9,1.8
3771,파주,2016-12-30,-6.0,-13.0,0.5,0.0,2.1,0.5
3772,파주,2016-12-31,-1.9,-7.1,5.4,0.0,1.8,0.5
3773,파주,2017-01-01,0.0,-6.9,6.6,0.0,2.1,0.3
3774,파주,2017-01-02,3.0,-3.1,8.7,0.0,3.1,1.1
3775,파주,2017-01-03,-1.7,-8.2,6.3,0.0,3.1,0.7
3776,파주,2017-01-04,0.4,-4.5,9.1,0.0,2.9,0.7
3777,파주,2017-01-05,1.9,-5.2,7.6,0.0,5.2,2.5
3778,파주,2017-01-06,2.9,-2.3,9.7,0.0,3.3,1.4
3779,파주,2017-01-07,0.8,-4.4,8.2,0.0,2.6,0.8
3780,파주,2017-01-08,5.3,1.1,10.1,0.0,3.8,2.0
3781,파주,2017-01-09,0.6,-5.9,3.7,0.0,5.4,2.6
3782,파주,2017-01-10,-5.0,-8.9,0.7,0.0,7.9,2.5
3783,파주,2017-01-11,-5.3,-12.2,0.5,0.0,4.5,1.3
3784,파주,2017-01-12,-4.5,-8.8,0.6,0.0,6.9,2.4
3785,파주,2017-01-13,-7.0,-11.5,-1.9,0.4,7.0,2.0
3786,파주,2017-01-14,-9.2,-13.4,-5.3,0.0,5.8,2.2
3787,파주,2017-01-15,-8.5,-15.6,0.4,0.0,2.9,0.8
3788,파주,2017-01-16,-6.8,-14.4,2.6,0.0,3.4,0.8
3789,파주,2017-01-17,-4.9,-13.3,3.6,0.0,2.6,0.7
3790,파주,2017-01-18,-3.9,-8.7,3.1,0.0,2.7,0.9
3791,파주,2017-01-19,-3.7,-10.3,3.2,0.0,2.7,1.1
3792,파주,2017-01-20,-5.4,-11.6,-1.8,1.2,5.5,2.3
3793,파주,2017-01-21,-7.1,-14.6,-1.3,1.2,3.9,1.1
3794,파주,2017-01-22,-8.6,-11.6,-3.8,0.0,6.5,3.1
3795,파주,2017-01-23,-11.0,-17.0,-3.7,0.0,3.8,1.0
3796,파주,2017-01-24,-9.9,-17.9,-1.2,0.0,3.3,0.8
3797,파주,2017-01-25,-8.4,-16.9,1.1,0.0,2.6,0.7
3798,파주,2017-01-26,-3.4,-13.4,3.7,2.3,5.9,1.8
3799,파주,2017-01-27,-3.7,-9.6,4.9,2.2,6.9,2.7
3800,파주,2017-01-28,-3.8,-12.6,2.9,0.0,3.4,1.6
3801,파주,2017-01-29,-0.3,-1.0,0.5,5.5,3.6,1.3
3802,파주,2017-01-30,-6.0,-12.1,-1.0,0.0,4.6,1.9
3803,파주,2017-01-31,-8.8,-15.2,-0.9,0.0,2.6,0.8
3804,파주,2017-02-01,-6.0,-11.2,-0.2,0.0,4.8,1.7
3805,파주,2017-02-02,-5.7,-14.9,3.4,0.0,3.3,1.0
3806,파주,2017-02-03,-2.5,-9.6,5.6,0.0,3.3,0.8
3807,파주,2017-02-04,-1.4,-7.4,2.1,0.0,3.7,1.0
3808,파주,2017-02-05,0.8,-2.2,3.1,1.9,6.2,1.7
3809,파주,2017-02-06,-2.2,-6.7,2.3,0.0,4.6,2.1
3810,파주,2017-02-07,-4.5,-10.2,1.9,0.0,3.0,0.8
3811,파주,2017-02-08,-3.7,-9.8,1.4,0.0,3.2,0.9
3812,파주,2017-02-09,-5.4,-8.6,-2.3,0.0,5.4,2.7
3813,파주,2017-02-10,-6.8,-9.4,-2.8,0.0,5.8,3.0
3814,파주,2017-02-11,-5.8,-13.4,1.0,0.0,4.3,1.6
3815,파주,2017-02-12,-4.0,-12.0,4.4,0.0,3.7,1.3
3816,파주,2017-02-13,-3.3,-11.2,6.5,0.0,3.6,0.7
3817,파주,2017-02-14,-2.3,-10.0,6.7,0.0,3.6,0.9
3818,파주,2017-02-15,-1.6,-9.1,7.3,0.0,4.1,0.8
3819,파주,2017-02-16,1.3,-8.2,8.3,2.1,3.9,0.7
3820,파주,2017-02-17,-0.4,-7.3,6.5,3.6,5.0,2.8
3821,파주,2017-02-18,-3.7,-10.9,2.4,0.0,5.2,1.3
3822,파주,2017-02-19,0.3,-7.5,5.8,4.5,5.6,1.9
3823,파주,2017-02-20,-2.1,-6.9,3.4,0.4,5.8,3.0
3824,파주,2017-02-21,-2.9,-10.4,5.1,0.0,3.1,1.2
3825,파주,2017-02-22,-0.3,-2.5,1.1,4.0,3.5,1.6
3826,파주,2017-02-23,-2.1,-6.2,1.6,0.0,6.2,2.9
3827,파주,2017-02-24,-2.8,-9.7,4.1,0.0,4.4,1.4
3828,파주,2017-02-25,-0.3,-8.3,8.0,0.0,5.1,1.7
3829,파주,2017-02-26,0.6,-6.4,8.7,0.0,5.3,1.3
3830,파주,2017-02-27,0.8,-7.2,9.6,0.0,3.4,0.8
3831,파주,2017-02-28,2.1,-6.3,10.7,0.0,4.4,1.3
3832,파주,2017-03-01,2.8,-1.1,9.1,4.6,5.4,0.9
3833,파주,2017-03-02,0.4,-4.5,6.3,0.3,5.2,1.8
3834,파주,2017-03-03,1.2,-7.0,8.9,0.0,4.6,1.8
3835,파주,2017-03-04,2.2,-4.2,10.9,0.0,2.9,0.9
3836,파주,2017-03-05,2.3,-3.9,9.5,0.0,4.8,1.3
3837,파주,2017-03-06,-0.4,-3.9,3.5,0.0,7.0,3.3
3838,파주,2017-03-07,-2.1,-5.7,2.6,0.0,5.5,3.1
3839,파주,2017-03-08,-1.5,-8.5,5.2,0.2,5.6,1.8
3840,파주,2017-03-09,1.3,-7.3,10.3,0.0,6.3,2.2
3841,파주,2017-03-10,2.2,-6.3,11.0,0.0,4.5,1.2
3842,파주,2017-03-11,3.5,-5.7,15.0,0.0,4.7,1.0
3843,파주,2017-03-12,5.1,-0.8,12.3,0.0,4.9,1.3
3844,파주,2017-03-13,4.1,-3.0,12.1,0.0,3.9,1.3
3845,파주,2017-03-14,3.3,-4.6,10.5,0.0,5.2,1.6
3846,파주,2017-03-15,2.9,-5.6,12.1,0.0,3.9,1.2
3847,파주,2017-03-16,3.4,-5.5,13.1,0.0,4.1,1.1
3848,파주,2017-03-17,4.4,-5.0,15.5,0.0,4.0,0.9
3849,파주,2017-03-18,6.4,1.1,15.8,0.0,4.6,1.3
3850,파주,2017-03-19,7.4,-2.9,18.8,0.0,3.6,0.9
3851,파주,2017-03-20,6.9,-0.8,14.0,0.0,2.9,0.5
3852,파주,2017-03-21,5.3,-1.9,13.0,0.0,5.3,1.7
3853,파주,2017-03-22,4.8,-4.5,13.8,0.0,4.5,1.0
3854,파주,2017-03-23,6.1,-1.0,15.0,0.0,4.8,0.9
3855,파주,2017-03-24,5.9,-1.5,14.0,0.0,3.7,1.1
3856,파주,2017-03-25,5.6,-0.5,11.9,0.0,4.0,1.0
3857,파주,2017-03-26,5.8,-0.5,12.9,0.0,4.6,1.3
3858,파주,2017-03-27,4.6,-0.7,11.8,0.1,5.2,1.3
3859,파주,2017-03-28,4.1,-2.9,13.2,0.0,4.5,1.2
3860,파주,2017-03-29,5.9,-1.4,14.0,0.0,3.5,1.0
3861,파주,2017-03-30,7.5,-2.2,16.1,0.0,2.9,0.9
3862,파주,2017-03-31,6.0,1.9,9.0,3.8,5.4,2.0
3863,파주,2017-04-01,6.5,0.0,14.9,0.0,6.7,1.4
3864,파주,2017-04-02,6.9,-1.9,16.2,0.0,4.9,1.3
3865,파주,2017-04-03,8.5,-2.1,19.1,0.0,4.6,1.5
3866,파주,2017-04-04,10.1,-0.3,20.3,0.0,4.9,1.3
3867,파주,2017-04-05,9.5,6.5,13.9,27.7,3.5,1.1
3868,파주,2017-04-06,9.8,8.8,11.9,5.5,3.6,2.2
3869,파주,2017-04-07,12.7,8.6,20.8,0.0,3.1,1.1
3870,파주,2017-04-08,11.5,6.9,18.8,0.6,3.7,1.3
3871,파주,2017-04-09,14.1,8.3,20.0,0.1,4.9,1.9
3872,파주,2017-04-10,14.6,6.1,22.3,0.0,3.8,1.7
3873,파주,2017-04-11,14.0,9.5,20.9,0.0,6.8,2.7
3874,파주,2017-04-12,9.5,3.3,16.2,0.0,6.9,3.0
3875,파주,2017-04-13,9.7,-0.2,18.1,0.0,4.8,1.8
3876,파주,2017-04-14,11.1,6.8,17.6,5.3,7.6,3.0
3877,파주,2017-04-15,14.2,9.7,22.6,0.0,4.9,1.3
3878,파주,2017-04-16,14.9,7.2,22.6,0.0,3.7,0.9
3879,파주,2017-04-17,12.5,8.0,16.8,11.2,5.6,2.0
3880,파주,2017-04-18,10.3,7.2,16.4,14.8,5.3,2.1
3881,파주,2017-04-19,11.4,4.4,18.0,0.0,5.0,2.0
3882,파주,2017-04-20,11.2,6.6,19.0,0.5,4.3,1.6
3883,파주,2017-04-21,10.9,2.8,19.0,0.0,4.0,1.3
3884,파주,2017-04-22,12.2,3.4,22.2,0.0,5.0,1.3
3885,파주,2017-04-23,11.2,2.7,20.8,0.0,5.8,1.9
3886,파주,2017-04-24,11.6,1.4,20.5,0.0,7.2,2.5
3887,파주,2017-04-25,14.2,8.8,19.5,0.0,4.5,1.8
3888,파주,2017-04-26,12.9,5.4,19.6,0.0,7.0,2.4
3889,파주,2017-04-27,11.3,2.1,20.0,0.0,7.8,2.2
3890,파주,2017-04-28,13.0,7.3,20.4,0.0,5.5,2.6
3891,파주,2017-04-29,14.0,4.3,22.8,0.0,5.4,2.1
3892,파주,2017-04-30,15.9,7.7,25.1,0.0,4.3,1.5
3893,파주,2017-05-01,16.9,8.2,27.7,0.0,5.2,1.4
3894,파주,2017-05-02,16.3,8.5,26.6,0.0,4.0,1.1
3895,파주,2017-05-03,17.9,7.1,29.1,0.0,4.2,1.2
3896,파주,2017-05-04,18.0,8.5,27.1,0.0,3.3,1.1
3897,파주,2017-05-05,19.2,13.9,26.5,0.0,5.9,2.4
3898,파주,2017-05-06,12.7,5.2,18.4,0.0,8.0,3.2
3899,파주,2017-05-07,14.5,5.4,23.1,0.0,5.9,2.1
3900,파주,2017-05-08,15.0,6.2,22.6,0.0,4.4,1.5
3901,파주,2017-05-09,14.0,11.0,18.9,9.9,3.4,0.8
3902,파주,2017-05-10,14.8,11.8,21.6,0.9,4.4,1.7
3903,파주,2017-05-11,16.7,9.9,23.5,0.0,4.4,1.6
3904,파주,2017-05-12,16.5,13.1,20.6,0.0,4.0,1.5
3905,파주,2017-05-13,15.7,10.8,22.6,15.6,8.0,2.8
3906,파주,2017-05-14,14.9,8.8,20.5,0.0,6.1,2.8
3907,파주,2017-05-15,14.1,8.0,18.3,0.0,3.5,1.5
3908,파주,2017-05-16,15.6,10.4,23.0,0.0,3.1,1.1
3909,파주,2017-05-17,16.1,7.9,25.2,0.0,3.6,1.1
3910,파주,2017-05-18,17.0,8.6,26.2,0.0,4.8,1.5
3911,파주,2017-05-19,17.8,9.3,26.7,0.0,5.3,1.7
3912,파주,2017-05-20,17.8,9.4,26.4,0.0,3.9,1.1
3913,파주,2017-05-21,18.0,10.4,27.0,0.0,4.1,1.2
3914,파주,2017-05-22,18.5,11.7,27.7,0.0,3.6,1.0
3915,파주,2017-05-23,16.9,12.7,23.9,17.7,3.7,1.0
3916,파주,2017-05-24,19.2,13.7,26.7,0.0,3.8,1.2
3917,파주,2017-05-25,17.1,11.3,22.9,0.0,6.0,2.6
3918,파주,2017-05-26,15.3,6.7,24.4,0.0,3.3,1.1
3919,파주,2017-05-27,16.8,9.0,25.5,0.0,3.6,1.2
3920,파주,2017-05-28,17.8,8.8,26.2,0.0,5.1,2.0
