damagearea,avg_temp,min_temp,max_temp,rainfall,max_wind_speed,avg_wind
0.013612152298283681,11.9,1.6,21.8,0.0,3.4,1.4
0.07003353718682184,11.3,4.9,18.8,0.0,4.9,2.1
0.002367330834484119,11.3,4.9,18.8,0.0,4.9,2.1
0.0011836654172420595,11.3,4.9,18.8,0.0,4.9,2.1
0.0015782205563227457,9.7,3.7,15.6,0.0,4.5,2.4
0.0,11.9,1.6,21.8,0.0,3.4,1.4
0.004734661668968238,11.5,3.3,19.6,0.0,5.0,1.7
0.0003945551390806864,11.5,3.3,19.6,0.0,5.0,1.7
0.001775498125863089,12.8,2.7,22.4,0.0,3.1,1.2
0.00019727756954034323,12.8,2.7,22.4,0.0,3.1,1.2
0.001775498125863089,12.8,2.7,22.4,0.0,3.1,1.2
0.0,14.3,5.1,23.5,0.0,4.6,1.9
0.0003945551390806864,14.3,5.1,23.5,0.0,4.6,1.9
0.002761885973564805,14.3,5.1,23.5,0.0,4.6,1.9
0.0,12.8,9.1,18.1,0.0,5.3,2.5
0.0,12.8,9.1,18.1,0.0,5.3,2.5
0.0,6.7,3.4,10.6,0.0,5.4,3.1
0.009666600907476819,11.3,2.8,19.8,0.0,6.8,2.0
0.0,12.9,6.5,19.8,0.0,4.2,2.0
0.006312882225290984,11.8,5.2,18.4,0.0,6.1,2.5
0.001775498125863089,11.6,3.9,19.1,0.0,5.0,1.6
0.00019727756954034323,10.6,4.1,17.9,0.0,7.4,1.4
0.001775498125863089,12.6,3.5,21.1,0.0,6.6,2.3
0.0007891102781613729,13.4,2.9,21.9,0.0,4.6,1.8
0.0,14.4,8.8,21.8,0.0,5.1,2.0
0.0007891102781613729,14.6,6.7,23.4,0.0,3.2,1.3
0.0037482738212665213,14.0,7.1,22.3,0.0,5.7,2.0
0.0,16.5,4.9,25.5,0.0,4.5,1.6
0.002170053264943775,15.4,5.1,24.6,0.0,7.1,2.1
0.001775498125863089,16.1,5.3,24.9,0.0,4.7,1.4
0.011442099033339906,16.1,5.3,24.9,0.0,4.7,1.4
0.0,20.4,15.9,27.0,0.0,4.3,2.2
0.0003945551390806864,17.9,9.4,27.0,0.0,2.7,1.1
0.00019727756954034323,19.2,10.8,26.4,0.0,3.2,1.1
0.001775498125863089,18.7,12.7,25.5,1.4,3.0,1.1
